3.16228 3 2.84253 2.69072 2.54558 2.40832 2.28035 2.16333 2.05913 1.96977 1.89737 1.84391 1.81108 1.8 1.8 1.81108 1.81108 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.81108 1.84391 1.89737 1.96977 2 2 2 2 2 2 2 2 1.81108 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.81108 1.84391 1.89737 1.96977 2.05913 2.08806 2.03961 2.00998 2 2.00998 2.03961 2.08806 2.15407 2.23607 2.33238 2.44131 2.56125 2.69072 2.82843 2.97321 3.1241 3.28024 3.44093 3.60555 3.77359 3.94462 8.05233 8.8295 28.85 28.85 28.85 28.85 28.85 28.85 28.85 28.85 28.85 28.85 
3.05287 2.88444 2.72029 2.56125 2.40832 2.23607 2.12603 2 1.8868 1.78885 1.7088 1.64924 1.61245 1.6 1.6 1.61245 1.61245 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.61245 1.64924 1.7088 1.78885 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.8 1.61245 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.61245 1.64924 1.7088 1.78885 1.8868 1.89737 1.84391 1.81108 1.8 1.81108 1.84391 1.89737 1.96977 2.05913 2.16333 2.28035 2.40832 2.54558 2.69072 2.84253 3 3.16228 3.32866 3.49857 3.67151 3.84708 8.005 8.78635 28.85 28.85 28.85 28.85 28.85 28.85 28.85 28.85 28.85 28.85 
2.95296 2.77849 2.60768 2.44131 2.28035 2.05913 1.96977 1.84391 1.72047 1.61245 1.52315 1.45602 1.41421 1.4 1.4 1.41421 1.41421 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.41421 1.45602 1.52315 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.6 1.41421 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.41421 1.45602 1.52315 1.61245 1.72047 1.7088 1.64924 1.61245 1.6 1.61245 1.64924 1.7088 1.78885 1.8868 2 2.12603 2.26274 2.40832 2.56125 2.72029 2.88444 3.05287 3.2249 3.4 3.57771 3.75766 7.571 7.7666 7.96241 8.15843 28.85 28.85 28.85 28.85 28.85 28.85 28.85 28.85 
2.84253 2.68328 2.50599 2.33238 2.16333 1.8868 1.78885 1.69706 1.56205 1.41421 1.34164 1.26491 1.21655 1.2 1.2 1.21655 1.21655 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.21655 1.26491 1.34164 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.4 1.21655 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.21655 1.26491 1.34164 1.44222 1.52315 1.45602 1.41421 1.4 1.4 1.41421 1.45602 1.52315 1.61245 1.72047 1.84391 1.9799 2.12603 2.28035 2.44131 2.60768 2.77849 2.95296 3.1305 3.31059 3.49285 3.67696 4.04969 4.23792 4.42719 4.61736 4.80833 28.85 28.85 28.85 28.85 28.85 28.85 28.85 
2.69072 2.56125 2.41661 2.23607 2.05913 1.72047 1.61245 1.52315 1.41421 1.21655 1.16619 1.07703 1.0198 1 1 1.0198 1.0198 1 1 1 1 1 1 1 1 1.0198 1.07703 1.16619 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.2 1.0198 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1.0198 1.07703 1.16619 1.07703 1.0198 1 1 1.0198 1.07703 1.16619 1.26491 1.34164 1.44222 1.56205 1.69706 1.84391 2 2.16333 2.33238 2.50599 2.68328 2.86356 3.04631 3.2311 3.4176 3.60555 3.98497 4.04969 4.12311 4.20476 4.29418 4.3909 4.49444 4.60435 4.72017 4.84149 4.9679 28.85 
2.54558 2.40832 2.28035 2.15407 1.96977 1.56205 1.44222 1.34164 1.26491 1.0198 1 0.894427 0.824621 0.8 0.8 0.824621 0.824621 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.824621 0.894427 1 1 1 1 1 1 1 1 1 1 0.824621 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.824621 0.894427 1 0.894427 0.824621 0.8 0.8 0.824621 0.894427 1 1.07703 1.16619 1.28062 1.41421 1.56205 1.72047 1.8868 2.05913 2.23607 2.41661 2.6 2.78568 2.97321 3.16228 3.35261 3.54401 3.79473 3.86264 3.93954 4.02492 4.11825 4.219 4.32666 4.44072 4.5607 4.68615 4.81664 28.85 
2.40832 2.26274 2.12603 2 1.8868 1.41421 1.28062 1.16619 1.07703 0.824621 0.8 0.72111 0.632456 0.6 0.6 0.632456 0.632456 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.632456 0.72111 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.632456 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.632456 0.72111 0.8 0.72111 0.632456 0.6 0.6 0.632456 0.72111 0.824621 0.894427 1 1.13137 1.28062 1.44222 1.61245 1.78885 1.96977 2.15407 2.34094 2.52982 2.72029 2.91204 3.10483 3.29848 3.49285 3.6 3.60555 3.62215 3.64966 3.68782 3.73631 3.79473 3.86264 3.93954 4.02492 4.11825 28.85 
2.28035 2.12603 1.9799 1.84391 1.72047 1.28062 1.13137 1 0.894427 0.632456 0.6 0.565685 0.447214 0.4 0.4 0.447214 0.447214 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.447214 0.565685 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.447214 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.447214 0.565685 0.6 0.565685 0.447214 0.4 0.4 0.447214 0.565685 0.632456 0.72111 0.848528 1 1.16619 1.34164 1.52315 1.7088 1.89737 2.08806 2.28035 2.47386 2.66833 2.86356 3.05941 3.25576 3.35261 3.4 3.40588 3.42345 3.45254 3.49285 3.54401 3.60555 3.67696 3.75766 3.84708 3.94462 28.85 
2.16333 2 1.84391 1.69706 1.56205 1.16619 1 0.848528 0.72111 0.447214 0.4 0.4 0.282843 0.2 0.2 0.282843 0.282843 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.282843 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.282843 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.282843 0.4 0.4 0.4 0.282843 0.2 0.2 0.282843 0.4 0.447214 0.565685 0.72111 0.894427 1.07703 1.26491 1.45602 1.64924 1.84391 2.03961 2.23607 2.43311 2.63059 2.82843 3.02655 3.10483 3.16228 3.2 3.20624 3.2249 3.25576 3.29848 3.35261 3.4176 3.49285 3.57771 3.67151 3.77359 28.85 
2.05913 1.8868 1.72047 1.56205 1.41421 1.07703 0.894427 0.72111 0.565685 0.282843 0.2 0.2 0.2 0 0 0.2 0.2 0 0 0 0 0 0 0 0 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0.2 0.2 0.2 0.2 0 0 0.2 0.2 0.282843 0.447214 0.632456 0.824621 1.0198 1.21655 1.41421 1.61245 1.81108 2.00998 2.20907 2.40832 2.60768 2.80713 2.86356 2.91204 2.97321 3 3.00666 3.02655 3.05941 3.10483 3.16228 3.2311 3.31059 3.4 3.49857 3.60555 28.85 
1.96977 1.78885 1.61245 1.44222 1.28062 1.0198 0.824621 0.632456 0.447214 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.63059 2.66833 2.72029 2.78568 2.8 2.80713 2.82843 2.86356 2.91204 2.97321 3.04631 3.1305 3.2249 3.32866 3.44093 28.85 
1.89737 1.7088 1.52315 1.34164 1.16619 1 0.8 0.6 0.4 0.2 0 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.40832 2.43311 2.47386 2.52982 2.6 2.6 2.60768 2.63059 2.66833 2.72029 2.78568 2.86356 2.95296 3.05287 3.16228 3.28024 28.85 
1.84391 1.64924 1.45602 1.26491 1.07703 0.894427 0.72111 0.565685 0.4 0.2 0 0.2 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.2 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.2 2.20907 2.23607 2.28035 2.34094 2.40832 2.4 2.40832 2.43311 2.47386 2.52982 2.6 2.68328 2.77849 2.88444 3 3.1241 28.85 
1.81108 1.61245 1.41421 1.21655 1.0198 0.824621 0.632456 0.447214 0.282843 0.2 0 0.2 0.4 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.4 0.2 0 0.2 0.282843 0.447214 0.632456 0.824621 1.0198 1.21655 1.41421 1.61245 1.81108 2.00998 2.00998 2 2.00998 2.03961 2.08806 2.15407 2.20907 2.2 2.20907 2.23607 2.28035 2.34094 2.41661 2.50599 2.60768 2.72029 2.84253 2.97321 28.85 
