5.75847 5.6921 5.63205 5.57853 5.53173 5.49181 5.45894 5.43323 5.41479 5.4037 5.4 5.4037 5.4037 5.4 5.4037 5.41479 5.43323 5.45894 5.49181 5.53173 5.57853 5.63205 5.6921 5.75847 5.82409 5.83095 5.63205 5.43323 5.2345 5.03587 4.83735 4.63897 4.44072 4.24264 4.04475 3.84708 3.64966 3.45254 3.25576 3.05941 2.86356 2.66833 2.47386 2.28035 2.08806 1.89737 1.7088 1.52315 1.34164 1.16619 1 0.848528 0.72111 0.632456 0.6 0.6 0.6 0.6 0.632456 0.72111 0.565685 0.447214 0.4 0.447214 0.565685 0.72111 0.8 0.72111 0.632456 0.6 0.632456 0.72111 0.848528 1 1.13137 1.28062 1.44222 1.61245 1.78885 1.96977 2.15407 2.34094 2.52982 2.72029 2.91204 3.10483 3.29848 3.49285 3.68782 3.8833 4.07922 4.27551 4.47214 4.66905 4.86621 5.0636 5.26118 5.43323 5.41479 5.4037 5.4 5.4037 5.41479 5.43323 5.45894 5.49181 5.53173 5.57853 5.63205 5.65685 5.68859 5.72713 
5.57136 5.50273 5.44059 5.38516 5.33667 5.29528 5.26118 5.2345 5.21536 5.20384 5.2 5.20384 5.20384 5.2 5.20384 5.21536 5.2345 5.26118 5.29528 5.33667 5.38516 5.44059 5.50273 5.57136 5.63205 5.6921 5.61427 5.41479 5.21536 5.01597 4.81664 4.61736 4.41814 4.219 4.01995 3.82099 3.62215 3.42345 3.2249 3.02655 2.82843 2.63059 2.43311 2.23607 2.03961 1.84391 1.64924 1.45602 1.26491 1.07703 0.894427 0.72111 0.565685 0.447214 0.4 0.4 0.4 0.4 0.447214 0.565685 0.447214 0.282843 0.2 0.282843 0.447214 0.565685 0.6 0.565685 0.447214 0.4 0.447214 0.565685 0.72111 0.848528 1 1.16619 1.34164 1.52315 1.7088 1.89737 2.08806 2.28035 2.47386 2.66833 2.86356 3.05941 3.25576 3.45254 3.64966 3.84708 4.04475 4.24264 4.44072 4.63897 4.83735 5.03587 5.21536 5.2345 5.21536 5.20384 5.2 5.20384 5.21536 5.2345 5.26118 5.29528 5.33667 5.38516 5.43323 5.45894 5.49181 5.53173 
5.38516 5.31413 5.24976 5.1923 5.14198 5.09902 5.0636 5.03587 5.01597 5.004 5 5.004 5.004 5 5.004 5.01597 5.03587 5.0636 5.09902 5.14198 5.1923 5.24976 5.31413 5.38516 5.44059 5.50273 5.57136 5.4037 5.20384 5.004 4.80416 4.60435 4.40454 4.20476 4.005 3.80526 3.60555 3.40588 3.20624 3.00666 2.80713 2.60768 2.40832 2.20907 2.00998 1.81108 1.61245 1.41421 1.21655 1.0198 0.824621 0.632456 0.447214 0.282843 0.2 0.2 0.2 0.2 0.282843 0.447214 0.4 0.2 0 0.2 0.282843 0.4 0.4 0.4 0.282843 0.2 0.282843 0.447214 0.565685 0.72111 0.894427 1.07703 1.26491 1.45602 1.64924 1.84391 2.03961 2.23607 2.43311 2.63059 2.82843 3.02655 3.2249 3.42345 3.62215 3.82099 4.01995 4.219 4.41814 4.61736 4.81664 5 5.01597 5.03587 5.01597 5.004 5 5.004 5.01597 5.03587 5.0636 5.09902 5.14198 5.1923 5.2345 5.26118 5.29528 5.33667 
5.2 5.1264 5.05964 5 4.94773 4.90306 4.86621 4.83735 4.81664 4.80416 4.8 4.80416 4.80416 4.8 4.80416 4.81664 4.83735 4.86621 4.90306 4.94773 5 5.05964 5.1264 5.1923 5.24976 5.31413 5.38516 5.38516 5.2 5 4.8 4.6 4.4 4.2 4 3.8 3.6 3.4 3.2 3 2.8 2.6 2.4 2.2 2 1.8 1.6 1.4 1.2 1 0.8 0.6 0.4 0.2 0 0 0 0 0.2 0.282843 0.282843 0.2 0 0 0.2 0.2 0.2 0.2 0.2 0 0.2 0.282843 0.447214 0.632456 0.824621 1.0198 1.21655 1.41421 1.61245 1.81108 2.00998 2.20907 2.40832 2.60768 2.80713 3.00666 3.20624 3.40588 3.60555 3.80526 4.005 4.20476 4.40454 4.60435 4.75395 4.80416 4.81664 4.83735 4.81664 4.80416 4.8 4.80416 4.81664 4.83735 4.86621 4.90306 4.94773 5 5.03587 5.0636 5.09902 5.14198 
5.01597 4.93964 4.87032 4.80833 4.75395 4.70744 4.66905 4.63897 4.61736 4.60435 4.6 4.60435 4.60435 4.6 4.60435 4.61736 4.63897 4.66905 4.70744 4.75395 4.80833 4.87032 4.93964 5 5.05964 5.1264 5.2 5.2 5.1264 5 4.8 4.6 4.4 4.2 4 3.8 3.6 3.4 3.2 3 2.8 2.6 2.4 2.2 2 1.8 1.6 1.4 1.2 1 0.8 0.6 0.4 0.2 0 0 0.2 0 0 0.2 0.2 0 0 0 0 0 0 0 0 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.8 3 3.2 3.4 3.6 3.8 4 4.2 4.4 4.51221 4.5607 4.60435 4.61736 4.63897 4.61736 4.60435 4.6 4.60435 4.61736 4.63897 4.66905 4.70744 4.75395 4.80833 4.83735 4.86621 4.90306 4.94773 
4.83322 4.75395 4.68188 4.61736 4.5607 4.51221 4.47214 4.44072 4.41814 4.40454 4.4 4.40454 4.40454 4.4 4.40454 4.41814 4.44072 4.47214 4.51221 4.5607 4.61736 4.68188 4.75395 4.80833 4.87032 4.93964 5.01597 5.01597 4.93964 4.87032 4.80416 4.60435 4.40454 4.20476 4.005 3.80526 3.60555 3.40588 3.20624 3.00666 2.80713 2.60768 2.40832 2.20907 2.00998 1.81108 1.61245 1.41421 1.21655 1.0198 0.824621 0.632456 0.447214 0.282843 0.2 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.8 3 3.2 3.4 3.6 3.8 4 4.2 4.27551 4.31741 4.36807 4.40454 4.41814 4.44072 4.41814 4.40454 4.4 4.40454 4.41814 4.44072 4.47214 4.51221 4.5607 4.61736 4.63897 4.66905 4.70744 4.75395 
4.65188 4.56946 4.49444 4.42719 4.36807 4.31741 4.27551 4.24264 4.219 4.20476 4.2 4.20476 4.20476 4.2 4.20476 4.219 4.24264 4.27551 4.31741 4.36807 4.42719 4.49444 4.5607 4.61736 4.68188 4.75395 4.83322 4.83322 4.75395 4.68188 4.61736 4.5607 4.41814 4.219 4.01995 3.82099 3.62215 3.42345 3.2249 3.02655 2.82843 2.63059 2.43311 2.23607 2.03961 1.84391 1.64924 1.45602 1.26491 1.07703 0.894427 0.72111 0.565685 0.4 0.2 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.8 3 3.2 3.4 3.6 3.8 4 4.04475 4.07922 4.12311 4.17612 4.20476 4.219 4.24264 4.219 4.20476 4.2 4.20476 4.219 4.24264 4.27551 4.31741 4.36807 4.41814 4.44072 4.47214 4.51221 4.5607 
4.47214 4.38634 4.30813 4.23792 4.17612 4.12311 4.07922 4.04475 4.01995 4.005 4 4.005 4.005 4 4.005 4.01995 4.04475 4.07922 4.12311 4.17612 4.23792 4.30813 4.36807 4.42719 4.49444 4.56946 4.65188 4.65188 4.56946 4.49444 4.42719 4.36807 4.31741 4.20476 4.005 3.80526 3.60555 3.40588 3.20624 3.00666 2.80713 2.60768 2.40832 2.20907 2.00998 1.81108 1.61245 1.41421 1.21655 1.0198 0.824621 0.632456 0.447214 0.282843 0.2 0 0 0 0 0.2 0.2 0 0 0 0 0 0 0 0 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.8 3 3.2 3.4 3.6 3.8 3.82099 3.84708 3.8833 3.92938 3.98497 4.005 4.01995 4.04475 4.01995 4.005 4 4.005 4.01995 4.04475 4.07922 4.12311 4.17612 4.219 4.24264 4.27551 4.31741 4.36807 
4.29418 4.20476 4.12311 4.04969 3.98497 3.92938 3.8833 3.84708 3.82099 3.80526 3.8 3.80526 3.80526 3.8 3.80526 3.82099 3.84708 3.8833 3.92938 3.98497 4.04969 4.12311 4.17612 4.23792 4.30813 4.38634 4.47214 4.47214 4.38634 4.30813 4.23792 4.17612 4.12311 4.07922 4 3.8 3.6 3.4 3.2 3 2.8 2.6 2.4 2.2 2 1.8 1.6 1.4 1.2 1 0.8 0.6 0.4 0.2 0 0 0.2 0.2 0.2 0.282843 0.282843 0.2 0.2 0.2 0.2 0.2 0.2 0 0 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.8 3 3.2 3.4 3.6 3.60555 3.62215 3.64966 3.68782 3.73631 3.79473 3.80526 3.82099 3.84708 3.82099 3.80526 3.8 3.80526 3.82099 3.84708 3.8833 3.92938 3.98497 4.01995 4.04475 4.07922 4.12311 4.17612 
4.11825 4.02492 3.93954 3.86264 3.79473 3.73631 3.68782 3.64966 3.62215 3.60555 3.6 3.60555 3.60555 3.6 3.60555 3.62215 3.64966 3.68782 3.73631 3.79473 3.86264 3.92938 3.98497 4.04969 4.12311 4.20476 4.29418 4.29418 4.20476 4.12311 4.04969 3.98497 3.92938 3.8833 3.84708 3.79473 3.6 3.4 3.2 3 2.8 2.6 2.4 2.2 2 1.8 1.6 1.4 1.2 1 0.8 0.6 0.4 0.2 0 0 0.2 0.282843 0.4 0.447214 0.447214 0.4 0.4 0.4 0.4 0.4 0.2 0 0 0 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.8 3 3.2 3.4 3.4 3.40588 3.42345 3.45254 3.49285 3.54401 3.6 3.60555 3.62215 3.64966 3.62215 3.60555 3.6 3.60555 3.62215 3.64966 3.68782 3.73631 3.79473 3.82099 3.84708 3.8833 3.92938 3.98497 
